"SEXO";"EDAD";"ESTC";"NIVELEST";"SIT_LAB";"TIP_JOR";"ACTIV";"OCUPACION1";"OCUPACION2";"ING_HOG";"TIP_H";"TOT_MH";"TOTAL10_15";"TOT_MEN16";"TOT_MAY74";"TOT_16_64_T";"TOT_16_64_NT";"TOT_16_24_E";"INTEFOR1";"INTEFOR2";"SERV14_1";"SERV14_2";"SERV14_3";"SERV14_4";"SERV14_5";"SERV14_6";"SERV15_1";"SERV15_2";"SERV15_3";"SERV15_4";"SERV15_5";"SERV15_6";"SERV16_1";"SERV16_2";"SERV16_3";"SERV16_4";"SERV17_1";"SERV17_2";"SERV17_3";"ALMINT";"SERV18_1";"SERV18_2";"SERV18_3";"COMPRAS";"ULT_COM";"PROD1";"PROD2";"PROD3";"PROD4";"PROD5";"PROD6";"PROD7";"PROD8";"PROD9";"PROD10";"PROD11";"PROD12";"PROD13";"PROD14";"PROD15";"PROD16";"VENDPRIV";"VENDEDOR1";"VENDEDOR2";"VENDEDOR3";"VENDEDOR4";"NCOMPRAS";"VCOMPRAS";"NCOMPRAS_cont";"VCOMPRAS_cont"
6;64;2;1;9;NA;NA;NA;NA;2;3;2;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;64;2;3;6;NA;NA;NA;NA;6;4;3;0;0;0;2;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;17;1;2;5;NA;NA;NA;NA;5;5;3;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;1;1;6;1;1;1;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
1;40;1;3;2;1;2;1;6;6;5;2;0;0;0;1;1;0;1;1;1;1;6;1;1;1;1;6;6;1;1;6;1;6;6;6;6;1;6;1;1;1;1;1;1;2;2;1;2;6;6;6;2;6;1;1;1;2;1;2;6;6;1;1;1;6;3;3;9;166
6;33;2;2;4;NA;NA;NA;NA;2;4;4;0;2;0;1;1;0;1;1;6;1;1;1;1;1;6;6;1;1;1;6;1;6;6;6;6;1;6;6;6;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;55;2;7;1;1;9;6;6;2;2;2;0;0;1;1;0;0;1;1;1;6;6;1;1;1;6;6;6;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;62;1;1;3;1;1;1;6;2;5;3;0;0;0;2;0;0;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;63;3;2;7;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;6;1;6;6;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;1;4;2;492
1;58;2;6;1;1;9;1;6;4;3;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;1;1;1;1;1;1;1;1;1;2;6;1;1;6;6;2;2;2;2;1;1;1;1;1;1;1;1;1;1;6;1;3;2;222
6;48;2;5;1;2;9;6;6;2;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;6;6;6;1;6;6;1;6;6;6;6;1;6;1;1;6;6;1;1;1;6;6;6;6;6;6;1;6;6;6;6;6;6;6;1;6;1;6;6;6;2;1;3;38
1;61;2;1;6;NA;NA;NA;NA;3;4;3;0;0;0;0;3;0;1;1;6;1;1;1;1;1;6;6;6;1;6;6;1;6;6;6;1;1;1;6;6;1;6;1;2;6;6;6;6;6;6;6;6;2;6;2;6;6;6;6;2;6;NA;NA;NA;NA;NA;NA;NA;NA
1;75;2;1;6;NA;NA;NA;NA;2;5;2;0;0;1;0;0;0;1;1;6;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;42;1;0;1;1;9;6;6;2;3;2;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;6;1;6;6;1;6;6;6;6;1;6;6;6;1;6;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;2;3;4;268
1;56;2;2;3;1;2;1;6;2;3;2;0;0;0;2;0;0;6;1;6;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;36;2;7;1;1;2;6;6;6;5;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;1;1;6;1;6;1;1;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;1;1;1;2;48
6;84;3;0;6;NA;NA;NA;NA;6;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;71;2;7;6;NA;NA;NA;NA;5;3;2;0;0;0;0;0;0;1;1;1;1;6;1;1;1;6;1;1;6;1;6;1;6;1;6;6;1;6;1;6;6;6;1;1;6;1;1;6;6;6;1;6;6;1;6;1;1;1;6;6;6;1;1;1;6;2;4;4;310
1;96;3;1;6;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;57;2;6;0;NA;NA;NA;NA;2;4;3;0;0;0;0;3;0;6;1;1;1;1;1;1;1;1;6;1;1;6;6;1;1;6;6;6;1;1;6;6;1;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;49;5;2;1;1;3;1;6;2;1;1;0;0;0;1;0;0;1;6;1;1;1;1;1;6;6;6;6;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;54;2;6;3;1;3;1;6;2;4;3;0;1;0;1;1;0;1;1;1;6;6;1;1;1;1;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;6;6;6;6;1;1;6;6;6;6;6;6;6;2;1;1;1;6;2;3;5;262
6;64;2;1;6;NA;NA;NA;NA;3;3;2;0;0;0;0;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;63;3;1;6;NA;NA;NA;NA;2;1;1;0;0;0;0;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;71;2;1;6;NA;NA;NA;NA;6;3;2;0;0;0;0;0;0;1;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;90;3;1;6;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;53;5;5;4;NA;NA;NA;NA;1;2;2;0;0;0;0;2;1;1;1;1;1;1;1;1;1;6;6;6;6;1;6;1;6;1;1;6;1;6;6;6;1;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;72;2;2;6;NA;NA;NA;NA;6;3;2;0;0;0;0;0;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;62;2;2;9;NA;NA;NA;NA;3;4;3;0;0;0;1;1;0;1;1;1;1;6;1;1;6;1;1;6;6;1;6;6;1;6;6;6;1;6;6;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;1;2;1;91
1;62;2;1;6;NA;NA;NA;NA;1;3;2;0;0;0;0;2;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;66;2;7;6;NA;NA;NA;NA;3;3;2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;6;1;1;6;6;1;1;1;2;6;2;6;2;2;6;2;6;6;2;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;40;1;7;1;2;10;6;1;2;2;2;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;1;1;1;1;6;1;6;1;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;4;5;18;595
6;82;3;0;6;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;41;2;6;1;1;5;6;6;2;4;4;0;2;0;2;0;0;1;1;1;1;6;1;1;1;1;6;6;1;1;6;1;1;6;1;1;1;6;6;6;1;1;1;1;1;1;1;6;2;6;6;6;6;6;6;6;6;6;6;2;1;6;1;6;6;1;3;2;272
1;22;1;2;4;NA;NA;NA;NA;3;5;3;0;0;2;0;1;0;6;1;6;1;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;66;2;1;6;NA;NA;NA;NA;2;2;2;0;0;0;0;1;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;27;1;5;1;1;2;6;6;3;2;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;6;1;1;1;6;1;6;6;6;6;1;6;1;6;1;6;1;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;6;1;6;6;6;2;4;5;410
1;25;1;7;4;NA;NA;NA;NA;5;2;2;0;0;0;0;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;6;6;6;1;1;1;6;6;6;1;1;6;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;2;2;3;91
6;90;3;0;6;NA;NA;NA;NA;6;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;58;1;2;3;1;2;1;6;2;1;1;0;0;0;1;0;0;NA;NA;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;80;3;0;6;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;27;1;5;2;1;4;6;6;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;6;1;1;1;6;6;6;1;1;6;6;6;6;6;6;6;1;1;6;1;6;6;6;6;1;1;1;6;1;6;2;3;4;225
1;67;2;1;6;NA;NA;NA;NA;3;5;2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;1;6;6;6;6;6;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;22;1;3;5;NA;NA;NA;NA;3;4;4;0;0;0;2;2;2;1;6;1;1;1;1;1;1;1;6;1;1;6;6;1;6;1;1;6;1;6;1;1;1;1;1;2;6;6;6;2;6;6;2;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;68;2;3;6;NA;NA;NA;NA;3;5;2;0;0;0;0;0;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;45;1;3;2;2;4;6;6;6;5;2;0;0;0;1;0;0;1;6;6;1;6;1;1;1;6;1;6;1;6;6;1;6;6;6;6;1;6;6;6;6;6;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;74;3;1;9;NA;NA;NA;NA;2;1;1;0;0;0;0;0;0;1;1;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;63;2;7;6;NA;NA;NA;NA;5;3;2;0;0;0;1;1;0;1;1;1;1;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;73;2;2;6;NA;NA;NA;NA;3;3;2;0;0;0;0;0;0;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;70;2;5;6;NA;NA;NA;NA;6;3;2;0;0;0;0;0;0;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;74;2;2;6;NA;NA;NA;NA;4;5;2;0;0;0;0;0;0;1;1;1;1;6;1;1;1;6;6;6;1;6;6;1;1;1;1;6;6;6;6;6;6;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;80;2;0;6;NA;NA;NA;NA;2;5;3;0;0;2;0;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;59;2;3;9;NA;NA;NA;NA;1;4;5;0;0;2;1;2;1;1;1;6;6;6;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;1;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;74;2;7;6;NA;NA;NA;NA;3;5;2;0;0;0;0;0;0;1;1;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;6;1;6;1;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;25;1;3;5;NA;NA;NA;NA;3;4;3;0;0;0;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;1;6;6;6;6;6;1;1;1;6;6;6;6;6;6;1;6;6;1;6;6;6;6;6;1;1;6;6;6;1;1;2;12
6;69;1;2;6;NA;NA;NA;NA;1;3;2;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;45;2;1;3;2;2;1;6;6;4;4;1;2;0;2;0;0;1;1;1;1;6;1;1;6;6;1;1;6;6;6;6;1;6;6;6;1;6;6;6;6;6;1;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;1;8;2;NA
6;39;2;3;2;1;1;1;6;2;3;2;0;0;0;2;0;0;6;1;1;1;6;1;1;1;1;6;6;1;1;6;1;6;6;6;6;6;6;6;6;6;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;25;1;7;1;1;9;6;6;2;4;4;0;0;0;3;1;1;1;1;1;1;1;1;6;1;1;1;1;6;6;6;1;6;6;6;6;1;1;6;6;6;6;1;2;6;6;6;6;6;6;6;2;6;6;2;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
1;40;1;2;4;NA;NA;NA;NA;5;4;3;0;0;0;0;2;0;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;6;6;6;6;1;1;6;6;6;1;1;1;1;6;6;6;6;6;1;1;6;1;1;6;6;6;6;1;6;1;6;6;6;4;5;22;577
6;34;1;7;1;1;8;6;6;3;2;3;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;6;1;1;1;2;6;1;6;1;1;6;6;4;5;13;505
6;72;2;7;6;NA;NA;NA;NA;5;3;2;0;0;1;0;0;0;1;1;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;69;3;2;6;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;1;1;6;1;6;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;61;2;1;7;NA;NA;NA;NA;6;3;2;0;0;0;0;2;0;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;75;2;1;6;NA;NA;NA;NA;6;3;2;0;0;1;0;0;0;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;78;2;1;6;NA;NA;NA;NA;2;5;2;0;0;2;0;0;0;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;76;2;2;6;NA;NA;NA;NA;2;5;3;0;0;1;0;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;59;5;1;6;NA;NA;NA;NA;1;2;2;0;0;0;0;2;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;62;4;3;3;1;1;1;6;6;1;1;0;0;0;1;0;0;6;1;6;1;1;1;1;1;6;6;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;53;2;6;1;1;9;6;6;3;4;4;0;0;0;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;1;6;1;1;1;1;1;1;1;6;6;1;6;6;6;1;6;6;1;6;6;6;6;6;6;1;6;6;6;2;2;5;74
6;32;1;6;1;1;3;6;6;6;4;5;1;3;0;2;0;0;1;1;1;1;1;1;1;1;1;6;1;6;1;6;1;1;6;6;6;1;6;1;1;6;1;1;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;71;2;2;6;NA;NA;NA;NA;6;3;2;0;0;0;0;0;0;1;1;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;88;3;1;9;NA;NA;NA;NA;2;5;2;0;0;1;1;0;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;68;2;0;6;NA;NA;NA;NA;2;3;2;0;0;0;0;0;0;6;1;6;6;6;1;1;1;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;45;2;3;3;1;1;1;6;6;2;4;1;2;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;1;6;1;6;6;1;1;1;1;1;2;2;6;6;6;1;6;6;6;6;6;6;6;6;2;1;6;6;6;1;2;1;64
1;55;2;3;0;NA;NA;NA;NA;6;4;4;0;0;0;2;2;0;1;1;1;6;6;1;1;6;6;1;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;67;2;3;6;NA;NA;NA;NA;3;3;2;0;0;0;0;0;0;1;6;1;1;6;1;1;6;1;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;75;2;1;6;NA;NA;NA;NA;3;3;2;0;0;2;0;0;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;57;2;2;4;NA;NA;NA;NA;3;4;3;0;0;0;0;3;0;1;1;1;1;1;1;1;1;6;6;6;6;6;6;1;1;1;1;6;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;1;6;6;6;4;7;18;1455
6;71;3;3;9;NA;NA;NA;NA;2;2;2;0;0;0;1;0;0;1;1;6;1;6;1;6;1;1;1;1;6;1;6;6;6;6;6;6;6;6;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;38;2;7;5;NA;NA;NA;NA;6;4;4;0;2;0;1;1;0;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;1;6;6;6;1;6;6;1;1;6;1;1;1;1;1;2;2;2;1;1;2;6;6;6;6;6;6;6;6;1;1;1;1;1;2;1;50
